State,County,Population_Diversity_Index,Black_pop_perc
TX,Callahan,22.7798,1.5
OH,Miami,13.0165,2.2
WV,Upshur,7.0358,1
SD,Hanson,4.1448,0.2
GA,Early,53.262,49.5
NE,Garden,13.0781,0.4
MO,New Madrid,32.6747,15.7
MS,Calhoun,49.1255,28.1
NM,Do?a Ana,47.0253,2.2
ID,Butte,16.484,0.4
LA,Pointe Coupee Parish,50.2885,35.6
MO,Johnson,24.8716,4.7
IN,Morgan,7.2265,0.6
AR,Lincoln,48.6708,30.1
VA,Charles City,60.0308,47.3
NC,Bladen,57.3888,34.7
TX,Leon,38.6204,7.5
ID,Gem,21.814,0.2
IN,Blackford,7.4113,0.6
IL,Mason,6.464,0.5
AL,Washington,50.599,24.5
MO,St. Charles,21.6385,4.6
OK,Haskell,44.6161,0.7
MO,Taney,18.6173,1.6
OH,Ashtabula,18.1353,3.8
IA,Cherokee,11.1356,0.8
MI,Hillsdale,9.1104,0.6
WV,Preston,6.4606,1.3
TX,Wood,28.8075,4.9
SC,Dillon,56.0247,46.5
IN,Rush,6.843,1
IN,Switzerland,6.2601,0.5
MD,St. Mary's,40.2776,14.3
WI,Dunn,12.4506,0.6
OR,Linn,24.542,0.7
MI,Osceola,9.4924,0.9
KS,Nemaha,8.1676,0.7
GA,Morgan,42.6681,23.2
NE,Nuckolls,7.7771,0.2
FL,Clay,40.9399,10.6
NY,Wyoming,18.8669,6.2
NM,Luna,48.1636,1.7
AL,Lauderdale,26.6234,10.2
MI,Montmorency,7.0326,0.3
MS,Chickasaw,54.0811,43.5
MN,Isanti,10.058,0.8
IL,Cook,68.4969,24.6
VA,Amherst,38.8727,18.9
CA,Imperial,31.1687,3.5
MT,Prairie,12.9599,0.1
IN,Wayne,20.746,5
WY,Park,18.4256,1.5
AL,Baldwin,29.7942,9.5
NJ,Middlesex,67.8917,11
FL,Flagler,40.4212,11.4
TX,Cooke,37.4545,3.2
NY,Onondaga,36.8073,11.5
VT,Essex,7.7938,0.4
AR,Mississippi,52.2788,34.5
TX,McMullen,49.8969,1
MD,Calvert,35.1636,13.2
NV,Douglas,31.8486,0.9
IA,Wayne,6.4561,0.6
CA,Santa Barbara,58.3869,2.4
ND,Burke,11.7183,0.7
KY,Ohio,10.5619,1
ID,Minidoka,47.6751,0.7
VA,Manassas city,66.2891,15.6
IL,Edwards,6.0726,0.7
TX,Aransas,45.8668,1.8
NC,Cabarrus,47.2135,16.5
MT,Dawson,13.3589,0.4
IA,Jones,10.0394,2.4
IL,Putnam,13.6038,0.8
SC,Florence,53.9644,42
TN,Trousdale,25.8959,9.4
WA,Whitman,33.7808,2.1
TX,Donley,30.4228,4.7
NV,Lyon,38.6012,1.3
WI,Forest,32.3928,1
FL,Madison,54.8148,39
IA,Monona,8.7395,0.4
OK,Major,25.7917,1
IL,Randolph,24.9495,10
GA,Elbert,50.3023,29.7
NM,Lincoln,48.8307,0.9
WA,Skamania,21.0356,0.6
OH,Hancock,18.3049,1.8
MD,Carroll,17.8393,3.5
KS,Thomas,15.6028,0.8
VA,Hopewell city,57.7249,39.1
IA,Warren,9.2905,0.7
IN,DeKalb,9.0902,0.5
NJ,Monmouth,40.128,7.6
NE,Box Butte,29.4049,0.6
TN,Marshall,24.973,6.8
NY,Chautauqua,21.2758,2.7
WV,Grant,6.2637,0.9
AZ,Gila,53.2117,0.8
MT,Lake,49.8704,0.4
WV,Ohio,14.0648,3.7
KY,Bracken,6.8352,0.6
NE,Cedar,5.6824,0.1
UT,Uintah,31.3116,0.5
NE,Merrick,13.3124,0.4
MO,Livingston,12.4529,2.8
WV,Monroe,6.4574,0.8
IN,Franklin,4.7222,0.3
NJ,Warren,28.3615,4.3
CO,Washington,21.6145,0.7
PA,Forest,40.1317,18.9
TN,McMinn,18.5116,4.1
VA,Pulaski,16.4986,5.3
KY,Gallatin,15.9477,1.6
AR,Ashley,47.0825,25.8
ID,Canyon,42.6789,0.8
MA,Barnstable,15.7351,2.4
TX,Floyd,52.5607,3.9
FL,Okaloosa,41.5203,9.9
MD,Somerset,55.4775,42.8
CT,Tolland,24.4665,3.5
TX,Parmer,48.8337,1.6
MI,Roscommon,8.3647,0.6
TX,Yoakum,48.6037,1.5
OK,Pittsburg,47.289,3.7
AR,Prairie,25.5583,12.2
NH,Merrimack,12.1044,1.3
UT,Washington,26.0024,0.8
NY,Delaware,14.0657,2
TX,Bastrop,56.4482,8
NC,Harnett,54.2616,21.6
OH,Franklin,50.5504,22
MS,Jefferson Davis,49.6278,59.8
NY,Ontario,17.0943,2.6
KS,Greeley,28.962,0.5
VA,Powhatan,28.8881,12.9
IA,Hancock,10.929,0.6
OH,Wayne,10.6199,1.6
MI,Iron,9.1144,0.3
GA,Grady,55.7299,28.9
AL,Walker,19.2607,6.2
GA,Tift,57.3803,30.4
MO,Lincoln,12.2699,2
KS,Sheridan,10.522,0.2
WV,Hancock,10.5968,2.5
VA,Frederick,26.4651,4.6
WA,Douglas,47.142,0.7
GA,Union,10.4035,0.8
AL,Butler,52.337,43.6
KS,Chautauqua,23.4079,0.9
SD,Meade,22.1893,2
NE,Frontier,6.6366,0.3
NY,Clinton,17.4502,4.2
CA,San Joaquin,68.5223,8.1
TX,Coryell,57.6055,17.2
AL,Barbour,55.6605,47.6
SD,Mellette,55.5249,0.4
MN,Clay,18.9081,1.6
ND,Traill,12.2585,0.8
KY,Russell,11.1099,0.6
TX,Angelina,54.7671,15.6
UT,Iron,24.2373,0.6
MN,Otter Tail,12.0793,1.1
KY,Morgan,12.0104,4.2
GA,Dougherty,45.9434,68
GA,Jones,41.6413,24.6
NM,Guadalupe,34.2979,2.1
PA,Franklin,19.8444,3.7
AR,Madison,17.2177,0.4
KS,Cheyenne,16.1554,0.3
GA,McDuffie,53.1113,40.4
LA,Avoyelles Parish,47.6636,29.5
CO,Teller,18.9111,0.7
AR,Clay,7.5965,0.6
KY,McLean,6.0728,0.7
MO,Pike,20.8756,7.5
AZ,Yavapai,31.8384,0.8
VA,Montgomery,26.6126,4.1
WI,Walworth,24.9824,1.2
GA,Crisp,54.7463,43.6
WV,Randolph,7.4161,1.5
MI,Marquette,14.1244,1.8
MS,Walthall,52.5554,43.7
PA,Greene,11.682,3.4
VA,Danville city,55.0431,49.3
VA,Waynesboro city,36.9373,11.7
IL,Hardin,8.5565,0.5
TN,Van Buren,6.2683,0.6
OR,Crook,20.5325,0.3
WI,Douglas,15.0198,1.2
HI,Kalawao,66.7849,0
VA,Southampton,50.0838,36.6
NY,Franklin,32.261,6.7
WI,Winnebago,19.0787,1.9
IL,Winnebago,46.0538,12.7
IN,Newton,14.4511,0.7
IN,Vanderburgh,27.2611,9.3
FL,Palm Beach,58.4873,18.5
SC,Darlington,52.1992,41.3
VA,Henry,44.7298,22
FL,Franklin,36.0868,14.2
AR,Benton,40.4968,1.9
NV,Humboldt,48.026,1.1
GA,Pickens,12.2603,1.4
KY,Adair,12.0703,2.9
WV,Mineral,11.1369,3.1
TX,Falls,61.956,25.2
VA,Lunenburg,51.8111,34.1
KS,Crawford,22.1636,2.2
MT,Beaverhead,15.7048,0.4
MO,Warren,14.8109,2.3
IL,Piatt,6.4624,0.5
TN,Lewis,12.0969,2.1
VA,Wythe,11.1431,3
GA,Dade,11.5501,1.4
NE,Thurston,53.3076,0.5
OK,Delaware,51.4641,0.4
OK,Nowata,50.196,2.2
IA,Lee,17.1133,3.2
ME,Androscoggin,15.8705,3.8
SD,Davison,14.4731,1
MS,Alcorn,28.5366,12.2
NM,Colfax,53.2294,0.9
PA,Carbon,13.4998,1.9
ND,Dickey,11.6952,0.9
LA,St. James Parish,52.5213,49.4
NC,Dare,21.9624,2.9
GA,Greene,54.8329,36.9
PA,Washington,13.3559,3.2
OK,Cleveland,43.831,4.8
LA,St. John the Baptist Parish,54.7468,54.9
SC,Calhoun,53.6629,42.2
MI,Alger,27.2016,6.7
TX,Irion,44.5284,1.9
WI,Brown,30.7059,2.5
TX,Presidio,30.4701,1.4
NM,Catron,39.5002,0.6
VA,Galax city,37.3039,6.7
WY,Sweetwater,34.0296,1.7
SD,Butte,15.862,0.8
LA,Assumption Parish,46.8315,29.8
OH,Belmont,12.7553,4.1
CO,Conejos,51.7585,0.6
VA,Culpeper,45.1731,15.8
WY,Campbell,22.3414,1.1
MN,Big Stone,5.8801,0.4
IL,Edgar,5.3069,0.5
IL,Union,15.6119,1.1
MS,Copiah,53.2785,51.1
SC,Greenwood,52.8056,32
MO,Oregon,10.4259,0.4
MO,Lafayette,14.4565,2.3
AR,Sebastian,46.4907,6.7
UT,Sanpete,24.5303,1
MT,Yellowstone,23.0831,0.8
MO,Cooper,20.7542,7.1
NC,Lincoln,26.3906,5.8
LA,Webster Parish,49.3346,33.8
TX,Deaf Smith,43.3894,1.9
NC,Montgomery,53.3881,19
VA,Manassas Park city,69.0899,15
ME,Somerset,7.4174,0.5
OH,Perry,5.4972,0.4
MI,Arenac,9.6748,0.4
OH,Fairfield,21.832,6.8
VA,Bath,14.528,4.9
AR,St. Francis,55.1363,52.6
LA,Terrebonne Parish,49.4638,18.9
TX,Lavaca,40.9318,7.2
TX,Val Verde,32.6671,1.8
KS,Scott,31.7042,0.5
KY,Grayson,7.4155,1.2
FL,Highlands,47.6665,10.4
OH,Lucas,46.3857,19.5
VT,Chittenden,17.8613,2.3
OK,Cotton,37.9354,2.4
TX,El Paso,32.2012,4
AK,Sitka City and Borough,55.3092,1
NE,Stanton,15.5874,0.9
TN,Jefferson,14.4247,2.4
WI,Trempealeau,15.4716,0.4
LA,Allen Parish,44.6437,23.2
KS,Morton,41.396,0.8
TX,Bailey,49.1621,1.6
GA,Macon,52.4324,59.9
MO,Douglas,7.9797,0.4
TX,Archer,20.7306,0.8
VA,Pittsylvania,39.9682,21.8
MD,Washington,32.0153,10.7
AL,Etowah,35.812,15.5
TN,Rhea,16.0221,2.2
MN,Todd,14.6841,0.4
TX,Terry,54.3243,5
LA,St. Bernard Parish,52.4634,21.5
SC,Fairfield,51.0092,58.8
CA,Mendocino,48.984,1
TX,Glasscock,47.2771,1.8
TX,Kenedy,39.0945,4.1
CO,Gunnison,21.809,0.5
TX,Clay,16.8506,1
PA,Bradford,7.415,0.6
SC,Pickens,24.3706,6.8
WY,Goshen,24.0787,1.1
IL,Lee,23.3404,5.2
GA,Ben Hill,54.9835,35.1
MO,Barton,12.8048,0.5
VA,Highland,4.9173,0.6
MN,Faribault,14.6195,0.4
MT,Glacier,49.2832,0.2
IL,Macoupin,7.2285,1
MI,Oscoda,7.2185,0.2
TX,Martin,52.9058,2.1
NY,Westchester,60.5911,15.9
WA,King,55.9801,6.6
ID,Benewah,27.4214,0.3
KS,Chase,14.2399,1.3
WI,Washington,12.0809,1
TX,Victoria,57.5256,6.8
NC,Granville,54.7051,32
LA,De Soto Parish,52.4418,38.1
NC,Northampton,51.0927,58.4
WI,Lincoln,7.799,0.9
MS,Coahoma,38.4641,75.1
TN,Decatur,14.9708,3.1
AZ,Cochise,55.8496,4.7
GA,Coffee,55.373,28
TX,Cottle,50.2624,10.1
KY,Shelby,33.2459,7.8
ME,Washington,17.77,0.6
UT,Utah,28.7995,0.7
MS,Neshoba,57.7085,21.2
MT,Park,11.1492,0.3
TN,Clay,9.1117,1.6
MT,Liberty,4.3359,0.1
VA,Rockingham,18.0429,2
SC,Abbeville,44.5417,28.2
ND,Barnes,12.1141,1.3
NC,Jones,51.4233,31.5
IN,Putnam,14.7752,4.1
GA,Lanier,47.837,23
AR,Clark,45.6246,23.9
PA,Fulton,7.031,1.2
MT,Powder River,10.5957,0.1
GA,Rabun,21.8352,1.6
AL,Chilton,33.2047,10.3
WA,Garfield,14.8916,0.1
IN,Washington,5.4954,0.4
TX,Schleicher,52.3098,1.8
MN,Mille Lacs,18.7473,0.5
KY,Carlisle,10.0525,1.2
SD,Roberts,51.4087,0.3
TX,Jeff Davis,49.3394,1.6
TX,Newton,41.94,20.8
NE,Dawson,51.2421,4.2
TX,Eastland,33.4216,2.3
KS,Morris,13.4941,0.7
GA,Berrien,30.7629,11.1
KY,Knox,7.6097,1.2
GA,Whitfield,52.2024,4.3
OH,Montgomery,43.1605,21
OH,Ottawa,13.8103,1
ND,Divide,11.5174,0.6
PA,Snyder,8.5455,1.2
GA,Houston,55.7975,29.9
NC,Gaston,40.8181,15.8
KY,Hancock,7.7905,1.1
AL,Henry,45.8425,27.5
KS,Kingman,11.1502,0.3
WI,Washburn,9.873,0.5
AL,Marion,15.474,4.2
TX,Somervell,36.8242,1.2
PA,Chester,33.0959,6.4
NC,Yancey,13.4452,1.2
GA,Screven,52.2266,42.2
MO,Morgan,10.2404,0.9
MT,Granite,9.6672,0.3
NC,Lenoir,57.1432,40.9
MO,Grundy,9.1184,0.8
PA,Warren,5.5026,0.5
TN,Hancock,5.1106,0.4
NE,Wayne,17.5639,1.9
CO,Sedgwick,29.8113,0.5
NC,Burke,31.3091,6.8
CA,Mariposa,31.8022,1.1
AK,Denali Borough,25.0378,1.3
IL,Hancock,6.0744,0.4
KY,Madison,18.3388,4.5
NM,Socorro,60.8129,1.3
MT,Valley,25.6978,0.4
FL,Holmes,23.4,6.6
CA,Orange,66.3094,2.1
TX,Camp,58.605,16.9
CO,Crowley,57.623,9.2
KY,Nelson,17.397,5.2
OH,Vinton,5.8847,0.5
VA,Bedford,19.302,5.9
IA,Clayton,7.4071,0.7
NM,Sierra,46.851,0.8
IN,St. Joseph,41.7403,13.1
SD,Lawrence,17.3217,1.3
ID,Boundary,16.3732,0.4
ND,Pierce,13.6477,0.6
MS,Lauderdale,52.9162,42.9
MO,Boone,34.1242,9.4
IA,Floyd,11.7192,1.7
KS,Meade,32.5889,0.9
CO,Saguache,52.2902,0.8
UT,Salt Lake,43.042,1.9
AR,Independence,20.3317,2.2
MN,Benton,13.5673,2.2
ND,Ramsey,25.7729,0.5
MI,Ionia,21.3677,4.9
NY,Schuyler,9.1102,1.2
TX,Palo Pinto,38.3081,2.4
TX,Baylor,29.1266,3
NE,Hamilton,8.3259,0.3
OH,Auglaize,6.6494,0.5
ND,Benson,52.6149,0.1
FL,Volusia,42.0775,11
MO,Gasconade,6.6488,0.3
GA,Oconee,26.4178,5.4
TN,Crockett,39.9306,13.5
CO,Lincoln,35.1343,5.5
KS,Hamilton,47.6376,0.6
TX,McCulloch,47.5982,2.6
VA,Lancaster,45.0788,28.2
CA,Lake,43.342,2
FL,Taylor,43.1635,20.9
MT,Carter,4.5299,0.1
IL,Lake,53.6693,7.4
MI,Calhoun,35.5249,11.1
SD,Todd,23.9373,0.2
IA,Crawford,45.1626,1.9
TX,La Salle,26.1648,1
KY,Trimble,10.7444,1.3
KY,Harlan,9.1119,2.2
FL,Jackson,48.701,26.9
OK,Rogers,43.9544,1.2
WA,Jefferson,21.0075,1.1
GA,Harris,36.7701,17
VA,Salem city,24.9792,7.5
ND,Walsh,24.821,0.4
AK,Skagway Municipality,24.4653,0.3
UT,Wayne,15.2124,0.1
ID,Shoshone,14.6234,0.3
VA,Martinsville city,56.4655,45
MT,Rosebud,52.731,0.3
KY,Hart,15.0926,4.7
MN,Le Sueur,15.2102,0.6
CA,San Bernardino,62.4636,9.5
CA,Ventura,59.6774,2.2
IN,Carroll,10.7126,0.5
IA,Louisa,33.1527,0.9
MN,Cook,24.6577,0.7
KS,Douglas,34.308,4.5
KS,Wichita,42.5044,0.9
FL,Osceola,60.5921,13.1
FL,St. Lucie,56.8454,20
KY,Ballard,12.6114,3.2
CO,Custer,16.3261,1.1
IN,Adams,11.0617,0.4
NY,Oswego,10.4212,1
LA,Union Parish,45.7789,26.4
TX,Jefferson,66.1628,34.4
TN,Hickman,16.7048,4.9
AR,Columbia,51.4501,36.3
SD,Miner,8.7268,0.5
OK,Seminole,52.1448,4.6
GA,Terrell,50.6501,60.2
LA,St. Tammany Parish,34.7198,12
PA,Cameron,5.3081,0.4
MN,Fillmore,5.111,0.3
GA,Carroll,43.9015,18.7
SD,Fall River,25.854,1.2
PA,Perry,7.6038,0.8
AR,Greene,10.2263,0.7
NH,Sullivan,8.3649,0.6
WV,Logan,7.9747,2
LA,Bienville Parish,52.3297,42.2
MS,Montgomery,51.8066,45.4
AL,Dallas,43.42,69.6
FL,Sarasota,28.4073,5
MO,Atchison,6.2675,0.6
OH,Clinton,12.2723,2.3
KS,Marshall,9.1061,0.3
TX,Fannin,34.9068,7
CO,Elbert,18.5524,0.7
AR,Franklin,14.1133,0.9
TX,Anderson,56.2471,21.5
LA,Washington Parish,47.0683,30.3
KY,Fulton,43.3733,24.5
OK,Sequoyah,52.7747,1.9
OK,Dewey,28.3897,0.5
NC,Currituck,22.1923,6.2
WV,Wirt,5.3021,0.3
PA,Jefferson,4.7261,0.5
WI,Dane,33.2108,5.4
VT,Rutland,7.7941,0.6
NV,Elko,47.965,1.4
IL,Morgan,19.5976,6.3
GA,DeKalb,59.7853,54.8
UT,Rich,11.4355,0
OH,Medina,10.8015,1.4
WA,Adams,48.9189,1.3
SC,Cherokee,41.695,20.6
UT,Morgan,9.0818,0.3
MI,Newaygo,17.355,1.2
TN,Monroe,15.6895,2.3
MN,Sherburne,14.1123,2
FL,Lake,43.7584,10.5
NC,Rowan,42.8703,16.5
AL,Sumter,39.7632,73.5
NY,Ulster,33.5713,6.8
NE,Lancaster,29.6676,3.8
NY,Fulton,12.6305,1.9
MT,Richland,17.0709,0.5
RI,Washington,15.7365,1.4
VA,Alleghany,15.444,4.9
NC,Bertie,49.686,61.6
LA,East Feliciana Parish,52.5809,44.4
CA,Napa,58.3815,2.3
IL,Pope,18.5116,6.7
SD,Codington,12.464,0.8
SD,Haakon,14.8149,0.8
ND,Grand Forks,24.4252,3
NV,Pershing,49.0852,4
IL,Montgomery,12.0584,3.3
ND,Cass,19.9888,3.3
MI,Gogebic,18.8762,4.4
MO,Worth,7.034,0.9
IL,White,5.8838,0.6
TN,Pickett,4.9143,0.2
AR,Hempstead,58.4416,29.7
MT,Pondera,32.2565,0.3
AK,Bethel Census Area,31.5556,0.7
TN,Coffee,19.5607,3.7
MO,Reynolds,9.2995,0.8
FL,Hardee,58.3248,7.5
NY,Putnam,31.8249,3
IA,Hamilton,17.197,0.7
NJ,Hunterdon,23.9112,2.7
OK,Adair,61.4293,0.5
IA,Appanoose,7.4125,0.6
TX,Castro,49.1073,2.6
GA,Miller,44.7154,27.6
FL,Gulf,41.6587,19
GA,Tattnall,55.8678,29.7
MI,Monroe,14.9833,2.3
GA,Jefferson,53.3134,54.1
SC,Colleton,53.1762,38.6
PA,Lancaster,28.9088,4.7
VA,Northampton,57.207,35.8
KS,Ford,54.9745,3.1
WI,Monroe,15.8783,1.5
GA,Ware,49.5272,29.5
NE,Cherry,19.6354,0.4
MI,St. Clair,15.5268,2.5
VA,Buckingham,50.6041,34.8
TX,Orange,31.5369,8.6
KS,Atchison,21.0779,5.2
CA,Santa Clara,69.4312,2.9
VA,Lexington city,31.5611,9.7
MN,Lake,7.4155,0.4
IL,Jasper,5.3029,0.2
GA,Peach,58.6408,45
MI,Tuscola,11.8799,1.2
TX,Maverick,9.4273,0.6
VA,Harrisonburg city,48.1823,8.2
TX,Cochran,53.4065,4.8
KS,Harvey,28.2706,1.9
SD,Deuel,10.2046,1
VT,Lamoille,9.6861,0.8
MN,Morrison,7.0337,0.5
WA,Yakima,56.5561,1.5
KY,Boone,20.6288,3
GA,Rockdale,60.1064,49.5
MN,Marshall,11.6401,0.5
SD,Grant,10.7733,0.5
IA,Muscatine,34.3745,2.1
IN,Bartholomew,27.0124,2.3
KS,Edwards,35.3978,1.7
TX,Parker,27.7705,2
GA,Madison,27.7228,9.1
LA,East Carroll Parish,45.3534,68
HI,Hawaii,73.8772,0.8
OK,Pawnee,36.9299,0.8
LA,Madison Parish,48.9518,62.2
MN,Pine,18.7391,2.2
ND,Ward,25.7119,3.6
OK,Muskogee,61.2919,11.1
IN,Wells,8.5357,0.5
KY,Calloway,18.5419,3.9
PA,Luzerne,25.2392,4.6
NE,Sheridan,28.675,0.3
MO,Vernon,10.6156,0.7
NE,Greeley,6.8291,0.7
AR,Woodruff,44.3008,27.1
NC,Mitchell,12.8912,0.6
IN,Vigo,25.2152,7.1
AZ,Coconino,60.1825,1.6
KY,Graves,23.6716,4.7
MN,Traverse,15.4645,0.5
TN,Stewart,14.4836,2
PA,Berks,39.9805,6.5
KS,Saline,33.1579,3.5
IN,Clark,27.5753,7.3
TX,Kinney,51.4351,2
MN,Chisago,11.1807,1.3
KS,Linn,10.7987,0.7
GA,Randolph,49.6482,60.7
IN,Jennings,8.914,0.9
NY,Schenectady,40.1417,11.1
GA,Camden,46.0708,19.4
MI,Iosco,10.4258,0.6
ND,Emmons,5.6905,0.2
IN,Lawrence,7.6056,0.5
SD,McPherson,5.887,0.4
TN,Giles,26.1093,10.3
IL,Carroll,11.875,1.1
KY,Lee,7.7885,1.8
WI,Calumet,15.326,0.6
FL,Sumter,28.0056,8.7
VA,Bedford city,40.3331,20.1
NC,New Hanover,38.5173,14.6
MN,Rock,10.4126,0.8
OK,Grant,18.7002,1.4
